"('Person', 'happen')",351
"('Person', 'be', 'shocked')",351
"('Person', 'cut')",350
"('Person', 'fly')",350
"('Person', 'become', 'Person')",349
"('Person', 'correct')",346
"('Person', 'make', 'Person')",346
"('Person', 'be', 'drunk')",344
"('Person', 'throw', 'head')",344
"('Person', 'set')",340
"('Person', 'pull', 'phone')",338
"('Person', 'follow', 'he')",338
"('Person', 'hear', 'voice')",337
"('Person', 'take', 'sip')",337
"('Person', 'take', 'he')",336
"('Person', 'cling')",335
"('Person', 'shoot', 'look')",335
"('Person', 'ignore', 'he')",335
"('Person', '’re', 'Person')",334
"('Person', 'be', 'interested')",334
"('Person', 'hop')",334
"('Person', 'proceed')",332
"('Person', 'know', 'this')",332
"('Person', 'remember', 'time')",332
"('Person', 'help', 'you')",331
"('Person', 'let', 'laugh')",330
"('Person', 'be', 'scared')",329
"('Person', 'fumble')",328
"('Person', 'panic')",326
"('Person', 'find', 'it')",326
"('Person', 'hold', 'breath')",325
"('Person', 'drink')",325
"('Person', 'cringe')",325
"('Person', 'wear')",324
"('Person', 'turn', 'attention')",324
"('Person', 'do', 'something')",321
"('Person', 'scoot')",321
"('Person', 'land')",320
"('Person', 'push', 'he')",320
"('Person', 'flip')",320
"('Person', 'break', 'kiss')",320
"('Person', 'be', 'bit')",320
"('Person', 'waste', 'time')",319
"('Person', 'be', 'okay')",318
"('Person', 'be', 'nice')",318
"('Person', 'command')",318
"('Person', 'flop')",318
"('Person', 'counter')",317
"('Person', 'react')",315
"('Person', 'comply')",315
"('Person', 'have', 'problem')",313
"('Person', 'bark')",312
"('Person', 'confirm')",312
"('Person', 'have', 'chance')",311
"('Person', 'be', 'panting')",311
"('Person', 'jerk')",309
"('Person', 'hold', 'Person')",306
"('Person', 'believe', 'it')",306
"('Person', 'be', 'pleased')",305
"('Person', 'say', 'something')",304
"('Person', 'duck', 'head')",302
"('Person', 'resist')",301
"('Person', 'throw')",299
"('Person', 'squeak')",299
"('Person', 'put', 'it')",299
"('Person', 'be', 'young')",299
"('Person', 'ask', 'question')",298
"('Person', 'be', 'better')",297
"('Person', 'want', 'it')",296
"('Person', 'claim')",294
"('Person', 'hold', 'it')",294
"('Person', 'have', 'it')",293
"('Person', 'squeal')",293
"('Person', 'observe')",293
"('Person', 'leave', 'Person')",293
"('Person', 'be', 'thing')",292
"('Person', 'crouch')",292
"('Person', 'take', 'look')",292
"('Person', 'tense')",291
"('Person', 'be', 'different')",291
"('Person', 'send')",288
"('Person', 'be', 'stupid')",288
"('Person', 'be', 'quick')",287
"('Person', 'have', 'plan')",287
"('Person', 'be', 'careful')",287
"('Person', 'tremble')",285
"('Person', 'be', 'alive')",285
"('Person', 'be', 'tall')",285
"('Person', 'be', 'curious')",284
"('Person', 'search')",284
"('Person', 'motion')",283
"('Person', 'prompt')",282
"('Person', 'be', 'cute')",281
"('Person', 'croak')",281
"('Person', 'watch', 'she')",280
"('Person', 'slump')",280
"('Person', 'say', 'nothing')",279
"('Person', 'feel', 'something')",279
"('Person', 'grind')",278
"('Person', 'pray')",278
"('Person', 'duck')",277
"('Person', 'pay')",277
"('Person', 'enter')",277
"('Person', 'have', 'nothing')",276
"('Person', 'quip')",275
"('Person', 'find', 'himself')",273
"('Person', 'sputter')",272
"('Person', 'trust')",272
"('Person', 'try', 'best')",272
"('Person', 'bring')",271
"('Person', 'open', 'it')",271
"('Person', 'intend')",270
"('Person', 'grab', 'arm')",270
"('Person', 'stick')",269
"('Person', 'lead', 'Person')",268
"('Person', 'furrow', 'brow')",268
"('Person', 'feel', 'heat')",266
"('Person', 'be', 'willing')",266
"('Person', 'shriek')",265
"('Person', 'find', 'way')",265
"('Person', 'look', 'Person')",265
"('Person', 'be', 'much')",264
"('Person', 'rest', 'head')",263
"('Person', 'hear', 'sound')",263
"('Person', 'have', 'something')",262
"('Person', '’s', 'one')",261
"('Person', 'purse', 'lip')",259
"('Person', 'catch', 'eye')",257
"('Person', 'be', 'nothing')",257
"('Person', 'count')",257
"('Person', 'miss', 'Person')",256
"('Person', 'cheer')",256
"('Person', 'huff', 'laugh')",255
"('Person', 'be', 'confused')",254
"('Person', 'ask', 'you')",253
"('Person', 'remind', 'he')",253
"('Person', 'cock')",253
"('Person', 'discover')",253
"('Person', 'lose')",252
"('Person', 'be', 'warm')",252
"('Person', 'shut', 'eye')",251
"('Person', 'concede')",251
"('Person', 'assure')",251
